cell_id,lat,lon,elevation_m,slope_deg,rain_1h,rain_3h,rain_6h,rain_24h,rain_72h,rain_intensity,rain_acceleration,soil_moisture_surface,soil_saturation_index,antecedent_rain_48h,flood_event
12,26.41,91.85,128.0,8.2,7.0,15.4,23.1,42.8,77.04,7.0,1.87,0.509,1.0,53.94,1
12,26.41,91.85,128.0,8.2,24.9,54.78,82.17,66.9,120.42,24.9,6.64,0.501,1.0,38.25,1
12,26.41,91.85,128.0,8.2,12.6,27.72,41.58,34.9,62.82,12.6,3.36,0.498,1.0,21.24,1
12,26.41,91.85,128.0,8.2,5.9,12.98,19.47,18.9,34.02,5.9,1.57,0.507,1.0,14.55,1
12,26.41,91.85,128.0,8.2,2.6,5.72,8.58,11.6,20.88,2.6,0.69,0.498,1.0,12.3,1
12,26.41,91.85,128.0,8.2,5.0,11.0,16.5,14.8,26.64,5.0,1.33,0.499,1.0,10.14,1
12,26.41,91.85,128.0,8.2,7.2,15.84,23.76,25.5,45.9,7.2,1.92,0.505,1.0,22.14,1
12,26.41,91.85,128.0,8.2,7.7,16.94,25.41,47.4,85.32,7.7,2.05,0.507,1.0,59.91,1
12,26.41,91.85,128.0,8.2,15.8,34.76,52.14,68.6,123.48,15.8,4.21,0.51,1.0,71.34,1
12,26.41,91.85,128.0,8.2,11.9,26.18,39.27,105.4,189.72,11.9,3.17,0.514,1.0,150.45,1
12,26.41,91.85,128.0,8.2,4.7,10.34,15.51,47.8,86.04,4.7,1.25,0.51,1.0,70.53,1
12,26.41,91.85,128.0,8.2,7.3,16.06,24.09,30.9,55.62,7.3,1.95,0.511,1.0,31.53,1
12,26.41,91.85,128.0,8.2,6.5,14.3,21.45,35.1,63.18,6.5,1.73,0.507,1.0,41.73,1
12,26.41,91.85,128.0,8.2,3.9,8.58,12.87,16.5,29.7,3.9,1.04,0.499,1.0,16.83,1
12,26.41,91.85,128.0,8.2,4.6,10.12,15.18,13.6,24.48,4.6,1.23,0.502,1.0,9.3,1
12,26.41,91.85,128.0,8.2,1.4,3.08,4.62,1.9,3.42,1.4,0.37,0.482,1.0,0.0,1
12,26.41,91.85,128.0,8.2,4.2,9.24,13.86,13.6,24.48,4.2,1.12,0.497,1.0,10.62,1
12,26.41,91.85,128.0,8.2,16.2,35.64,53.46,95.3,171.54,16.2,4.32,0.513,1.0,118.08,1
12,26.41,91.85,128.0,8.2,9.5,20.9,31.35,67.3,121.14,9.5,2.53,0.512,1.0,89.79,1
12,26.41,91.85,128.0,8.2,29.5,64.9,97.35,163.5,294.3,29.5,7.87,0.514,1.0,196.95,1
12,26.41,91.85,128.0,8.2,34.5,75.9,113.85,158.4,285.12,34.5,9.2,0.512,1.0,171.27,1
12,26.41,91.85,128.0,8.2,5.8,12.76,19.14,26.9,48.42,5.8,1.55,0.508,1.0,29.28,1
12,26.41,91.85,128.0,8.2,8.3,18.26,27.39,18.4,33.12,8.3,2.21,0.502,1.0,5.73,1
12,26.41,91.85,128.0,8.2,3.1,6.82,10.23,7.8,14.04,3.1,0.83,0.503,1.0,3.81,1
12,26.41,91.85,128.0,8.2,1.7,3.74,5.61,5.4,9.72,1.7,0.45,0.485,1.0,4.11,1
12,26.41,91.85,128.0,8.2,0.2,0.44,0.66,1.0,1.8,0.2,0.05,0.46,0.959,1.14,1
12,26.41,91.85,128.0,8.2,0.4,0.88,1.32,0.8,1.44,0.4,0.11,0.456,0.95,0.12,1
12,26.41,91.85,128.0,8.2,2.4,5.28,7.92,4.4,7.92,2.4,0.64,0.441,0.92,0.0,1
12,26.41,91.85,128.0,8.2,0.4,0.88,1.32,1.2,2.16,0.4,0.11,0.455,0.948,0.84,1
12,26.41,91.85,128.0,8.2,0.4,0.88,1.32,0.9,1.62,0.4,0.11,0.459,0.957,0.3,1
12,26.41,91.85,128.0,8.2,1.3,2.86,4.29,8.6,15.48,1.3,0.35,0.456,0.951,11.19,1
12,26.41,91.85,128.0,8.2,2.5,5.5,8.25,13.2,23.76,2.5,0.67,0.497,1.0,15.51,1
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.694,0.0,0
12,26.41,91.85,128.0,8.2,0.2,0.44,0.66,0.2,0.36,0.2,0.05,0.319,0.665,0.0,0
12,26.41,91.85,128.0,8.2,0.2,0.44,0.66,0.2,0.36,0.2,0.05,0.306,0.638,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.621,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.613,0.0,0
12,26.41,91.85,128.0,8.2,0.7,1.54,2.31,1.3,2.34,0.7,0.19,0.299,0.622,0.03,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.613,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.597,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.583,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.585,0.0,0
12,26.41,91.85,128.0,8.2,0.1,0.22,0.33,0.1,0.18,0.1,0.03,0.47,0.979,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0.946,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.919,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.902,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.883,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.864,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.404,0.841,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393,0.82,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.798,0.0,0
12,26.41,91.85,128.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.774,0.0,0
13,26.41,91.94,136.0,9.0,7.1,15.62,23.43,25.1,45.18,7.1,1.89,0.505,1.0,21.75,1
13,26.41,91.94,136.0,9.0,11.4,25.08,37.62,72.1,129.78,11.4,3.04,0.513,1.0,92.16,1
13,26.41,91.94,136.0,9.0,10.0,22.0,33.0,68.0,122.4,10.0,2.67,0.506,1.0,89.4,1
13,26.41,91.94,136.0,9.0,6.8,14.96,22.44,45.1,81.18,6.8,1.81,0.514,1.0,58.74,1
13,26.41,91.94,136.0,9.0,1.9,4.18,6.27,8.3,14.94,1.9,0.51,0.506,1.0,8.67,1
13,26.41,91.94,136.0,9.0,12.0,26.4,39.6,27.5,49.5,12.0,3.2,0.5,1.0,9.9,1
13,26.41,91.94,136.0,9.0,7.1,15.62,23.43,26.4,47.52,7.1,1.89,0.5,1.0,24.09,1
13,26.41,91.94,136.0,9.0,2.4,5.28,7.92,12.7,22.86,2.4,0.64,0.504,1.0,14.94,1
13,26.41,91.94,136.0,9.0,5.1,11.22,16.83,13.3,23.94,5.1,1.36,0.497,1.0,7.11,1
13,26.41,91.94,136.0,9.0,1.6,3.52,5.28,5.5,9.9,1.6,0.43,0.489,1.0,4.62,1
13,26.41,91.94,136.0,9.0,13.8,30.36,45.54,21.4,38.52,13.8,3.68,0.499,1.0,0.0,1
13,26.41,91.94,136.0,9.0,6.6,14.52,21.78,43.0,77.4,6.6,1.76,0.506,1.0,55.62,1
13,26.41,91.94,136.0,9.0,21.3,46.86,70.29,43.6,78.48,21.3,5.68,0.498,1.0,8.19,1
13,26.41,91.94,136.0,9.0,18.2,40.04,60.06,41.4,74.52,18.2,4.85,0.503,1.0,14.46,1
13,26.41,91.94,136.0,9.0,2.5,5.5,8.25,8.9,16.02,2.5,0.67,0.503,1.0,7.77,1
13,26.41,91.94,136.0,9.0,3.5,7.7,11.55,12.4,22.32,3.5,0.93,0.501,1.0,10.77,1
13,26.41,91.94,136.0,9.0,5.3,11.66,17.49,16.1,28.98,5.3,1.41,0.5,1.0,11.49,1
13,26.41,91.94,136.0,9.0,4.3,9.46,14.19,20.3,36.54,4.3,1.15,0.505,1.0,22.35,1
13,26.41,91.94,136.0,9.0,14.5,31.9,47.85,61.3,110.34,14.5,3.87,0.51,1.0,62.49,1
13,26.41,91.94,136.0,9.0,13.3,29.26,43.89,68.5,123.3,13.3,3.55,0.505,1.0,79.41,1
13,26.41,91.94,136.0,9.0,15.3,33.66,50.49,91.3,164.34,15.3,4.08,0.513,1.0,113.85,1
13,26.41,91.94,136.0,9.0,6.2,13.64,20.46,40.4,72.72,6.2,1.65,0.51,1.0,52.26,1
13,26.41,91.94,136.0,9.0,4.6,10.12,15.18,25.1,45.18,4.6,1.23,0.509,1.0,30.0,1
13,26.41,91.94,136.0,9.0,8.1,17.82,26.73,38.9,70.02,8.1,2.16,0.509,1.0,43.29,1
13,26.41,91.94,136.0,9.0,3.5,7.7,11.55,16.4,29.52,3.5,0.93,0.504,1.0,17.97,1
13,26.41,91.94,136.0,9.0,2.4,5.28,7.92,11.3,20.34,2.4,0.64,0.502,1.0,12.42,1
13,26.41,91.94,136.0,9.0,2.7,5.94,8.91,5.3,9.54,2.7,0.72,0.491,1.0,0.63,1
13,26.41,91.94,136.0,9.0,6.3,13.86,20.79,13.9,25.02,6.3,1.68,0.499,1.0,4.23,1
13,26.41,91.94,136.0,9.0,11.5,25.3,37.95,93.2,167.76,11.5,3.07,0.512,1.0,129.81,1
13,26.41,91.94,136.0,9.0,10.6,23.32,34.98,63.7,114.66,10.6,2.83,0.509,1.0,79.68,1
13,26.41,91.94,136.0,9.0,31.4,69.08,103.62,146.3,263.34,31.4,8.37,0.515,1.0,159.72,1
13,26.41,91.94,136.0,9.0,30.8,67.76,101.64,150.4,270.72,30.8,8.21,0.512,1.0,169.08,1
13,26.41,91.94,136.0,9.0,7.5,16.5,24.75,33.2,59.76,7.5,2.0,0.508,1.0,35.01,1
13,26.41,91.94,136.0,9.0,5.7,12.54,18.81,13.9,25.02,5.7,1.52,0.5,1.0,6.21,1
13,26.41,91.94,136.0,9.0,4.6,10.12,15.18,13.0,23.4,4.6,1.23,0.5,1.0,8.22,1
13,26.41,91.94,136.0,9.0,3.5,7.7,11.55,8.2,14.76,3.5,0.93,0.491,1.0,3.21,1
13,26.41,91.94,136.0,9.0,0.3,0.66,0.99,1.3,2.34,0.3,0.08,0.476,0.993,1.35,1
13,26.41,91.94,136.0,9.0,3.5,7.7,11.55,4.6,8.28,3.5,0.93,0.471,0.98,0.0,1
13,26.41,91.94,136.0,9.0,5.4,11.88,17.82,14.6,26.28,5.4,1.44,0.477,0.995,8.46,1
13,26.41,91.94,136.0,9.0,0.2,0.44,0.66,0.6,1.08,0.2,0.05,0.479,0.997,0.42,1
13,26.41,91.94,136.0,9.0,0.2,0.44,0.66,0.4,0.72,0.2,0.05,0.482,1.0,0.06,1
13,26.41,91.94,136.0,9.0,2.2,4.84,7.26,7.4,13.32,2.2,0.59,0.477,0.995,6.06,1
13,26.41,91.94,136.0,9.0,2.6,5.72,8.58,13.8,24.84,2.6,0.69,0.506,1.0,16.26,1
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.704,0.0,0
13,26.41,91.94,136.0,9.0,1.3,2.86,4.29,2.5,4.5,1.3,0.35,0.336,0.7,0.21,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.651,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301,0.628,0.0,0
13,26.41,91.94,136.0,9.0,0.1,0.22,0.33,0.2,0.36,0.1,0.03,0.297,0.62,0.03,0
13,26.41,91.94,136.0,9.0,0.9,1.98,2.97,1.3,2.34,0.9,0.24,0.299,0.623,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291,0.607,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,0.591,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,0.58,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.584,0.0,0
13,26.41,91.94,136.0,9.0,0.1,0.22,0.33,0.2,0.36,0.1,0.03,0.467,0.974,0.03,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.943,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,0.919,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.907,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427,0.889,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418,0.87,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.854,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.834,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.813,0.0,0
13,26.41,91.94,136.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379,0.79,0.0,0
14,26.32,91.4,126.0,6.4,4.6,10.12,15.18,8.5,15.3,4.6,1.23,0.497,1.0,0.12,1
14,26.32,91.4,126.0,6.4,11.6,25.52,38.28,64.8,116.64,11.6,3.09,0.511,1.0,78.36,1
14,26.32,91.4,126.0,6.4,10.1,22.22,33.33,47.8,86.04,10.1,2.69,0.511,1.0,52.71,1
14,26.32,91.4,126.0,6.4,19.7,43.34,65.01,98.4,177.12,19.7,5.25,0.512,1.0,112.11,1
14,26.32,91.4,126.0,6.4,2.7,5.94,8.91,18.0,32.4,2.7,0.72,0.503,1.0,23.49,1
14,26.32,91.4,126.0,6.4,6.6,14.52,21.78,42.9,77.22,6.6,1.76,0.507,1.0,55.44,1
14,26.32,91.4,126.0,6.4,10.7,23.54,35.31,44.1,79.38,10.7,2.85,0.505,1.0,44.07,1
14,26.32,91.4,126.0,6.4,4.7,10.34,15.51,21.4,38.52,4.7,1.25,0.509,1.0,23.01,1
14,26.32,91.4,126.0,6.4,1.3,2.86,4.29,5.9,10.62,1.3,0.35,0.499,1.0,6.33,1
14,26.32,91.4,126.0,6.4,1.4,3.08,4.62,2.6,4.68,1.4,0.37,0.488,1.0,0.06,1
14,26.32,91.4,126.0,6.4,6.8,14.96,22.44,13.5,24.3,6.8,1.81,0.492,1.0,1.86,1
14,26.32,91.4,126.0,6.4,9.2,20.24,30.36,57.3,103.14,9.2,2.45,0.509,1.0,72.78,1
14,26.32,91.4,126.0,6.4,7.6,16.72,25.08,28.6,51.48,7.6,2.03,0.504,1.0,26.4,1
14,26.32,91.4,126.0,6.4,5.4,11.88,17.82,22.9,41.22,5.4,1.44,0.505,1.0,23.4,1
14,26.32,91.4,126.0,6.4,4.3,9.46,14.19,23.6,42.48,4.3,1.15,0.507,1.0,28.29,1
14,26.32,91.4,126.0,6.4,3.8,8.36,12.54,11.2,20.16,3.8,1.01,0.497,1.0,7.62,1
14,26.32,91.4,126.0,6.4,4.0,8.8,13.2,8.9,16.02,4.0,1.07,0.502,1.0,2.82,1
14,26.32,91.4,126.0,6.4,8.2,18.04,27.06,28.3,50.94,8.2,2.19,0.504,1.0,23.88,1
14,26.32,91.4,126.0,6.4,16.9,37.18,55.77,94.9,170.82,16.9,4.51,0.511,1.0,115.05,1
14,26.32,91.4,126.0,6.4,16.0,35.2,52.8,106.7,192.06,16.0,4.27,0.512,1.0,139.26,1
14,26.32,91.4,126.0,6.4,15.1,33.22,49.83,121.5,218.7,15.1,4.03,0.512,1.0,168.87,1
14,26.32,91.4,126.0,6.4,11.6,25.52,38.28,112.5,202.5,11.6,3.09,0.513,1.0,164.22,1
14,26.32,91.4,126.0,6.4,21.2,46.64,69.96,50.4,90.72,21.2,5.65,0.511,1.0,20.76,1
14,26.32,91.4,126.0,6.4,7.1,15.62,23.43,39.4,70.92,7.1,1.89,0.508,1.0,47.49,1
14,26.32,91.4,126.0,6.4,5.1,11.22,16.83,25.1,45.18,5.1,1.36,0.497,1.0,28.35,1
14,26.32,91.4,126.0,6.4,2.0,4.4,6.6,6.0,10.8,2.0,0.53,0.495,1.0,4.2,1
14,26.32,91.4,126.0,6.4,1.7,3.74,5.61,3.5,6.3,1.7,0.45,0.481,1.0,0.69,1
14,26.32,91.4,126.0,6.4,4.3,9.46,14.19,17.4,31.32,4.3,1.15,0.493,1.0,17.13,1
14,26.32,91.4,126.0,6.4,9.5,20.9,31.35,87.2,156.96,9.5,2.53,0.507,1.0,125.61,1
14,26.32,91.4,126.0,6.4,6.0,13.2,19.8,65.1,117.18,6.0,1.6,0.51,1.0,97.38,1
14,26.32,91.4,126.0,6.4,37.6,82.72,124.08,260.6,469.08,37.6,10.03,0.514,1.0,345.0,1
14,26.32,91.4,126.0,6.4,26.1,57.42,86.13,77.7,139.86,26.1,6.96,0.513,1.0,53.73,1
14,26.32,91.4,126.0,6.4,7.9,17.38,26.07,32.4,58.32,7.9,2.11,0.509,1.0,32.25,1
14,26.32,91.4,126.0,6.4,3.9,8.58,12.87,8.3,14.94,3.9,1.04,0.5,1.0,2.07,1
14,26.32,91.4,126.0,6.4,0.8,1.76,2.64,2.4,4.32,0.8,0.21,0.493,1.0,1.68,1
14,26.32,91.4,126.0,6.4,3.2,7.04,10.56,5.9,10.62,3.2,0.85,0.492,1.0,0.06,1
14,26.32,91.4,126.0,6.4,1.9,4.18,6.27,3.5,6.3,1.9,0.51,0.47,0.979,0.03,1
14,26.32,91.4,126.0,6.4,0.2,0.44,0.66,0.6,1.08,0.2,0.05,0.437,0.91,0.42,1
14,26.32,91.4,126.0,6.4,0.3,0.66,0.99,0.8,1.44,0.3,0.08,0.418,0.87,0.45,1
14,26.32,91.4,126.0,6.4,0.3,0.66,0.99,0.9,1.62,0.3,0.08,0.401,0.835,0.63,1
14,26.32,91.4,126.0,6.4,0.2,0.44,0.66,0.6,1.08,0.2,0.05,0.39,0.812,0.42,1
14,26.32,91.4,126.0,6.4,3.3,7.26,10.89,7.4,13.32,3.3,0.88,0.396,0.825,2.43,1
14,26.32,91.4,126.0,6.4,2.7,5.94,8.91,18.3,32.94,2.7,0.72,0.498,1.0,24.03,1
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.65,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.634,0.0,0
14,26.32,91.4,126.0,6.4,1.1,2.42,3.63,2.0,3.6,1.1,0.29,0.304,0.633,0.0,0
14,26.32,91.4,126.0,6.4,0.2,0.44,0.66,0.2,0.36,0.2,0.05,0.292,0.609,0.0,0
14,26.32,91.4,126.0,6.4,0.1,0.22,0.33,0.1,0.18,0.1,0.03,0.289,0.601,0.0,0
14,26.32,91.4,126.0,6.4,0.4,0.88,1.32,0.5,0.9,0.4,0.11,0.288,0.599,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.579,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.567,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.56,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268,0.559,0.0,0
14,26.32,91.4,126.0,6.4,1.7,3.74,5.61,3.8,6.84,1.7,0.45,0.484,1.0,1.23,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,0.949,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.924,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434,0.904,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.882,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,0.861,0.0,0
14,26.32,91.4,126.0,6.4,0.1,0.22,0.33,0.1,0.18,0.1,0.03,0.406,0.845,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396,0.824,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.801,0.0,0
14,26.32,91.4,126.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.775,0.0,0
15,26.32,91.49,134.0,7.2,4.6,10.12,15.18,9.7,17.46,4.6,1.23,0.5,1.0,2.28,1
15,26.32,91.49,134.0,7.2,9.2,20.24,30.36,67.7,121.86,9.2,2.45,0.51,1.0,91.5,1
15,26.32,91.49,134.0,7.2,9.5,20.9,31.35,52.3,94.14,9.5,2.53,0.512,1.0,62.79,1
15,26.32,91.49,134.0,7.2,19.4,42.68,64.02,92.9,167.22,19.4,5.17,0.512,1.0,103.2,1
15,26.32,91.49,134.0,7.2,4.2,9.24,13.86,16.5,29.7,4.2,1.12,0.509,1.0,15.84,1
15,26.32,91.49,134.0,7.2,8.8,19.36,29.04,47.2,84.96,8.8,2.35,0.507,1.0,55.92,1
15,26.32,91.49,134.0,7.2,10.3,22.66,33.99,42.7,76.86,10.3,2.75,0.505,1.0,42.87,1
15,26.32,91.49,134.0,7.2,3.6,7.92,11.88,23.3,41.94,3.6,0.96,0.51,1.0,30.06,1
15,26.32,91.49,134.0,7.2,2.2,4.84,7.26,5.9,10.62,2.2,0.59,0.498,1.0,3.36,1
15,26.32,91.49,134.0,7.2,3.0,6.6,9.9,4.4,7.92,3.0,0.8,0.496,1.0,0.0,1
15,26.32,91.49,134.0,7.2,6.1,13.42,20.13,10.9,19.62,6.1,1.63,0.495,1.0,0.0,1
15,26.32,91.49,134.0,7.2,7.6,16.72,25.08,47.9,86.22,7.6,2.03,0.509,1.0,61.14,1
15,26.32,91.49,134.0,7.2,10.8,23.76,35.64,32.9,59.22,10.8,2.88,0.505,1.0,23.58,1
15,26.32,91.49,134.0,7.2,5.9,12.98,19.47,21.8,39.24,5.9,1.57,0.503,1.0,19.77,1
15,26.32,91.49,134.0,7.2,4.7,10.34,15.51,21.1,37.98,4.7,1.25,0.506,1.0,22.47,1
15,26.32,91.49,134.0,7.2,5.2,11.44,17.16,14.4,25.92,5.2,1.39,0.495,1.0,8.76,1
15,26.32,91.49,134.0,7.2,9.3,20.46,30.69,19.9,35.82,9.3,2.48,0.495,1.0,5.13,1
15,26.32,91.49,134.0,7.2,5.0,11.0,16.5,19.4,34.92,5.0,1.33,0.501,1.0,18.42,1
15,26.32,91.49,134.0,7.2,14.9,32.78,49.17,82.8,149.04,14.9,3.97,0.512,1.0,99.87,1
15,26.32,91.49,134.0,7.2,19.3,42.46,63.69,89.4,160.92,19.3,5.15,0.509,1.0,97.23,1
15,26.32,91.49,134.0,7.2,10.1,22.22,33.33,97.3,175.14,10.1,2.69,0.509,1.0,141.81,1
15,26.32,91.49,134.0,7.2,9.0,19.8,29.7,96.1,172.98,9.0,2.4,0.512,1.0,143.28,1
15,26.32,91.49,134.0,7.2,10.0,22.0,33.0,37.4,67.32,10.0,2.67,0.508,1.0,34.32,1
15,26.32,91.49,134.0,7.2,6.8,14.96,22.44,43.5,78.3,6.8,1.81,0.509,1.0,55.86,1
15,26.32,91.49,134.0,7.2,4.4,9.68,14.52,21.5,38.7,4.4,1.17,0.5,1.0,24.18,1
15,26.32,91.49,134.0,7.2,1.3,2.86,4.29,3.8,6.84,1.3,0.35,0.49,1.0,2.55,1
15,26.32,91.49,134.0,7.2,1.0,2.2,3.3,2.7,4.86,1.0,0.27,0.478,0.995,1.56,1
15,26.32,91.49,134.0,7.2,7.3,16.06,24.09,20.1,36.18,7.3,1.95,0.487,1.0,12.09,1
15,26.32,91.49,134.0,7.2,9.6,21.12,31.68,76.1,136.98,9.6,2.56,0.51,1.0,105.3,1
15,26.32,91.49,134.0,7.2,4.9,10.78,16.17,53.0,95.4,4.9,1.31,0.506,1.0,79.23,1
15,26.32,91.49,134.0,7.2,38.5,84.7,127.05,257.3,463.14,38.5,10.27,0.514,1.0,336.09,1
15,26.32,91.49,134.0,7.2,19.7,43.34,65.01,83.9,151.02,19.7,5.25,0.512,1.0,86.01,1
15,26.32,91.49,134.0,7.2,4.8,10.56,15.84,31.4,56.52,4.8,1.28,0.51,1.0,40.68,1
15,26.32,91.49,134.0,7.2,11.2,24.64,36.96,22.7,40.86,11.2,2.99,0.501,1.0,3.9,1
15,26.32,91.49,134.0,7.2,3.7,8.14,12.21,6.8,12.24,3.7,0.99,0.496,1.0,0.03,1
15,26.32,91.49,134.0,7.2,4.3,9.46,14.19,5.8,10.44,4.3,1.15,0.487,1.0,0.0,1
15,26.32,91.49,134.0,7.2,2.0,4.4,6.6,3.3,5.94,2.0,0.53,0.467,0.972,0.0,1
15,26.32,91.49,134.0,7.2,0.5,1.1,1.65,0.8,1.44,0.5,0.13,0.437,0.911,0.0,1
15,26.32,91.49,134.0,7.2,1.8,3.96,5.94,2.9,5.22,1.8,0.48,0.424,0.884,0.0,1
15,26.32,91.49,134.0,7.2,2.5,5.5,8.25,3.9,7.02,2.5,0.67,0.41,0.855,0.0,1
15,26.32,91.49,134.0,7.2,1.2,2.64,3.96,2.5,4.5,1.2,0.32,0.398,0.829,0.54,1
15,26.32,91.49,134.0,7.2,2.0,4.4,6.6,6.5,11.7,2.0,0.53,0.399,0.83,5.1,1
15,26.32,91.49,134.0,7.2,2.3,5.06,7.59,16.1,28.98,2.3,0.61,0.495,1.0,21.39,1
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.665,0.0,0
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.646,0.0,0
15,26.32,91.49,134.0,7.2,0.4,0.88,1.32,0.6,1.08,0.4,0.11,0.309,0.644,0.0,0
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.625,0.0,0
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295,0.614,0.0,0
15,26.32,91.49,134.0,7.2,0.4,0.88,1.32,0.7,1.26,0.4,0.11,0.293,0.61,0.0,0
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.602,0.0,0
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.587,0.0,0
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.58,0.0,0
15,26.32,91.49,134.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278,0.579,0.0,0
